data,data,data dec,hora dec,tag (offset),day mod count,incr,qdade casas,variância,dias:,Num ultima linha,hora,incr,dia,hora dec,tag,habilitar sleep,hora limite,num ult linha,inc hora
2019-01-07 06:00:00,,,,150,,,40,00:15:00,255,10202,00:00:00,0,43472,,,extendido?,10:30:00,16067,00:10:00
2019-01-07 06:04:49,2019-01-07 06:04:49,43472,12/30/99 06:04 AM,151,0,0,,,,,00:10:00,0,43472,0.006944444444444,2,0,,,
2019-01-07 06:07:22,01/07/19 06:07 AM,43472,12/30/99 06:07 AM,152,0.025,0.025,,,,,00:20:00,0,43472,0.013888888888889,2,0,,,
2019-01-07 05:33:37,01/07/19 05:33 AM,43472,12/30/99 05:33 AM,153,0.05,0.05,,,,,00:30:00,0,43472,0.020833333333333,2,0,,,
2019-01-07 05:55:48,01/07/19 05:55 AM,43472,12/30/99 05:55 AM,154,0.075,0.075,,,,,00:40:00,0,43472,0.027777777777778,2,0,,,
2019-01-07 06:02:54,01/07/19 06:02 AM,43472,12/30/99 06:02 AM,155,0.1,0.1,,,,,00:50:00,0,43472,0.034722222222222,2,0,,,
2019-01-07 06:09:09,01/07/19 06:09 AM,43472,12/30/99 06:09 AM,156,0.125,0.125,,,,,01:00:00,0,43472,0.041666666666667,2,0,,,
2019-01-07 05:16:06,01/07/19 05:16 AM,43472,12/30/99 05:16 AM,157,0.15,0.15,,,,,01:10:00,0,43472,0.048611111111111,2,0,,,
2019-01-07 05:43:44,01/07/19 05:43 AM,43472,12/30/99 05:43 AM,158,0.175,0.175,,,,,01:20:00,0,43472,0.055555555555556,2,0,,,
2019-01-07 06:28:27,01/07/19 06:28 AM,43472,12/30/99 06:28 AM,159,0.2,0.2,,,,,01:30:00,0,43472,0.0625,2,0,,,
2019-01-07 06:07:14,01/07/19 06:07 AM,43472,12/30/99 06:07 AM,160,0.225,0.225,,,,,01:40:00,0,43472,0.069444444444445,2,0,,,
2019-01-07 06:11:17,01/07/19 06:11 AM,43472,12/30/99 06:11 AM,161,0.25,0.25,,,,,01:50:00,0,43472,0.076388888888889,2,0,,,
2019-01-07 05:28:55,01/07/19 05:28 AM,43472,12/30/99 05:28 AM,162,0.275,0.275,,,,,02:00:00,0,43472,0.083333333333333,2,0,,,
2019-01-07 06:04:06,01/07/19 06:04 AM,43472,12/30/99 06:04 AM,163,0.3,0.3,,,,,02:10:00,0,43472,0.090277777777778,2,0,,,
2019-01-07 06:05:01,01/07/19 06:05 AM,43472,12/30/99 06:05 AM,164,0.325,0.325,,,,,02:20:00,0,43472,0.097222222222222,2,0,,,
2019-01-07 05:57:02,01/07/19 05:57 AM,43472,12/30/99 05:57 AM,165,0.35,0.35,,,,,02:30:00,0,43472,0.104166666666667,2,0,,,
2019-01-07 06:08:23,01/07/19 06:08 AM,43472,12/30/99 06:08 AM,166,0.375,0.375,,,,,02:40:00,0,43472,0.111111111111111,2,0,,,
2019-01-07 05:48:35,01/07/19 05:48 AM,43472,12/30/99 05:48 AM,167,0.4,0.4,,,,,02:50:00,0,43472,0.118055555555556,2,0,,,
2019-01-07 05:46:01,01/07/19 05:46 AM,43472,12/30/99 05:46 AM,168,0.425,0.425,,,,,03:00:00,0,43472,0.125,2,0,,,
2019-01-07 05:53:00,01/07/19 05:53 AM,43472,12/30/99 05:53 AM,169,0.45,0.45,,,,,03:10:00,0,43472,0.131944444444444,2,0,,,
2019-01-07 05:54:24,01/07/19 05:54 AM,43472,12/30/99 05:54 AM,170,0.475,0.475,,,,,03:20:00,0,43472,0.138888888888889,2,0,,,
2019-01-07 05:48:26,01/07/19 05:48 AM,43472,12/30/99 05:48 AM,171,0.5,0.5,,,,,03:30:00,0,43472,0.145833333333333,2,0,,,
2019-01-07 06:10:32,01/07/19 06:10 AM,43472,12/30/99 06:10 AM,172,0.525,0.525,,,,,03:40:00,0,43472,0.152777777777778,2,0,,,
2019-01-07 06:15:46,01/07/19 06:15 AM,43472,12/30/99 06:15 AM,173,0.55,0.55,,,,,03:50:00,0,43472,0.159722222222222,2,0,,,
2019-01-07 06:11:05,01/07/19 06:11 AM,43472,12/30/99 06:11 AM,174,0.575,0.575,,,,,04:00:00,0,43472,0.166666666666667,2,0,,,
2019-01-07 05:32:32,01/07/19 05:32 AM,43472,12/30/99 05:32 AM,175,0.6,0.6,,,,,04:10:00,0,43472,0.173611111111111,2,0,,,
2019-01-07 06:23:02,01/07/19 06:23 AM,43472,12/30/99 06:23 AM,176,0.625,0.625,,,,,04:20:00,0,43472,0.180555555555556,2,0,,,
2019-01-07 06:04:02,01/07/19 06:04 AM,43472,12/30/99 06:04 AM,177,0.65,0.65,,,,,04:30:00,0,43472,0.1875,2,0,,,
2019-01-07 06:20:21,01/07/19 06:20 AM,43472,12/30/99 06:20 AM,178,0.675,0.675,,,,,04:40:00,0,43472,0.194444444444444,2,0,,,
