data,data,data dec,hora dec,tag (offset),day mod count,incr,qdade casas,variância,dias:,Num ultima linha,hora,incr,dia,hora dec,tag,habilitar sleep,hora limite,num ult linha,inc hora
2019-01-07 02:00:00,,,,280,,,20,00:15:00,255,5102,00:00:00,0,43472,,,extendido?,08:00:00,12242,00:10:00
2019-01-07 02:00:35,2019-01-07 02:00:35,43472,12/30/99 02:00 AM,281,0,0,,,,,00:10:00,0,43472,0.006944444444444,2,0,,,
2019-01-07 01:29:55,01/07/19 01:29 AM,43472,12/30/99 01:29 AM,282,0.05,0.05,,,,,00:20:00,0,43472,0.013888888888889,2,0,,,
2019-01-07 02:14:08,01/07/19 02:14 AM,43472,12/30/99 02:14 AM,283,0.1,0.1,,,,,00:30:00,0,43472,0.020833333333333,2,0,,,
2019-01-07 01:58:11,01/07/19 01:58 AM,43472,12/30/99 01:58 AM,284,0.15,0.15,,,,,00:40:00,0,43472,0.027777777777778,2,0,,,
2019-01-07 02:17:02,01/07/19 02:17 AM,43472,12/30/99 02:17 AM,285,0.2,0.2,,,,,00:50:00,0,43472,0.034722222222222,2,0,,,
2019-01-07 02:06:28,01/07/19 02:06 AM,43472,12/30/99 02:06 AM,286,0.25,0.25,,,,,01:00:00,0,43472,0.041666666666667,2,0,,,
2019-01-07 01:59:51,01/07/19 01:59 AM,43472,12/30/99 01:59 AM,287,0.3,0.3,,,,,01:10:00,0,43472,0.048611111111111,2,0,,,
2019-01-07 01:24:26,01/07/19 01:24 AM,43472,12/30/99 01:24 AM,288,0.35,0.35,,,,,01:20:00,0,43472,0.055555555555556,2,0,,,
2019-01-07 02:04:59,01/07/19 02:04 AM,43472,12/30/99 02:04 AM,289,0.4,0.4,,,,,01:30:00,0,43472,0.0625,2,1,,,
2019-01-07 01:50:33,01/07/19 01:50 AM,43472,12/30/99 01:50 AM,290,0.45,0.45,,,,,01:40:00,0,43472,0.069444444444445,2,1,,,
2019-01-07 02:11:27,01/07/19 02:11 AM,43472,12/30/99 02:11 AM,291,0.5,0.5,,,,,01:50:00,0,43472,0.076388888888889,2,1,,,
2019-01-07 01:51:03,01/07/19 01:51 AM,43472,12/30/99 01:51 AM,292,0.55,0.55,,,,,02:00:00,0,43472,0.083333333333333,2,1,,,
2019-01-07 02:05:13,01/07/19 02:05 AM,43472,12/30/99 02:05 AM,293,0.6,0.6,,,,,02:10:00,0,43472,0.090277777777778,2,1,,,
2019-01-07 01:54:00,01/07/19 01:54 AM,43472,12/30/99 01:54 AM,294,0.65,0.65,,,,,02:20:00,0,43472,0.097222222222222,2,1,,,
2019-01-07 01:52:59,01/07/19 01:52 AM,43472,12/30/99 01:52 AM,295,0.7,0.7,,,,,02:30:00,0,43472,0.104166666666667,2,1,,,
2019-01-07 01:41:40,01/07/19 01:41 AM,43472,12/30/99 01:41 AM,296,0.75,0.75,,,,,02:40:00,0,43472,0.111111111111111,2,1,,,
2019-01-07 01:52:21,01/07/19 01:52 AM,43472,12/30/99 01:52 AM,297,0.8,0.8,,,,,02:50:00,0,43472,0.118055555555556,2,1,,,
2019-01-07 01:48:31,01/07/19 01:48 AM,43472,12/30/99 01:48 AM,298,0.85,0.85,,,,,03:00:00,0,43472,0.125,2,1,,,
2019-01-07 01:53:03,01/07/19 01:53 AM,43472,12/30/99 01:53 AM,299,0.9,0.9,,,,,03:10:00,0,43472,0.131944444444444,2,1,,,
2019-01-07 01:51:13,01/07/19 01:51 AM,43472,12/30/99 01:51 AM,300,0.95,0.95,,,,,03:20:00,0,43472,0.138888888888889,2,1,,,
2019-01-08 01:58:58,01/08/19 01:58 AM,43473,12/30/99 01:58 AM,281,1,1,,,,,03:30:00,0,43472,0.145833333333333,2,1,,,
2019-01-08 02:11:50,01/08/19 02:11 AM,43473,12/30/99 02:11 AM,282,1.05,1.05,,,,,03:40:00,0,43472,0.152777777777778,2,1,,,
2019-01-08 01:37:33,01/08/19 01:37 AM,43473,12/30/99 01:37 AM,283,1.1,1.1,,,,,03:50:00,0,43472,0.159722222222222,2,1,,,
2019-01-08 01:51:51,01/08/19 01:51 AM,43473,12/30/99 01:51 AM,284,1.15,1.15,,,,,04:00:00,0,43472,0.166666666666667,2,1,,,
2019-01-08 01:48:04,01/08/19 01:48 AM,43473,12/30/99 01:48 AM,285,1.2,1.2,,,,,04:10:00,0,43472,0.173611111111111,2,1,,,
2019-01-08 01:38:05,01/08/19 01:38 AM,43473,12/30/99 01:38 AM,286,1.25,1.25,,,,,04:20:00,0,43472,0.180555555555556,2,1,,,
2019-01-08 02:13:55,01/08/19 02:13 AM,43473,12/30/99 02:13 AM,287,1.3,1.3,,,,,04:30:00,0,43472,0.1875,2,1,,,
2019-01-08 01:51:23,01/08/19 01:51 AM,43473,12/30/99 01:51 AM,288,1.35,1.35,,,,,04:40:00,0,43472,0.194444444444444,2,1,,,
2019-01-08 01:55:25,01/08/19 01:55 AM,43473,12/30/99 01:55 AM,289,1.4,1.4,,,,,04:50:00,0,43472,0.201388888888889,2,1,,,
2019-01-08 01:48:53,01/08/19 01:48 AM,43473,12/30/99 01:48 AM,290,1.45,1.45,,,,,05:00:00,0,43472,0.208333333333333,2,1,,,
2019-01-08 01:57:35,01/08/19 01:57 AM,43473,12/30/99 01:57 AM,291,1.5,1.5,,,,,05:10:00,0,43472,0.215277777777778,2,1,,,
2019-01-08 02:10:07,01/08/19 02:10 AM,43473,12/30/99 02:10 AM,292,1.55,1.55,,,,,05:20:00,0,43472,0.222222222222222,2,1,,,
2019-01-08 01:45:17,01/08/19 01:45 AM,43473,12/30/99 01:45 AM,293,1.6,1.6,,,,,05:30:00,0,43472,0.229166666666667,2,1,,,
2019-01-08 01:55:20,01/08/19 01:55 AM,43473,12/30/99 01:55 AM,294,1.65,1.65,,,,,05:40:00,0,43472,0.236111111111111,2,1,,,
2019-01-08 02:16:56,01/08/19 02:16 AM,43473,12/30/99 02:16 AM,295,1.7,1.7,,,,,05:50:00,0,43472,0.243055555555556,2,1,,,
2019-01-08 02:21:17,01/08/19 02:21 AM,43473,12/30/99 02:21 AM,296,1.75,1.75,,,,,06:00:00,0,43472,0.25,2,1,,,
2019-01-08 01:50:20,01/08/19 01:50 AM,43473,12/30/99 01:50 AM,297,1.8,1.8,,,,,06:10:00,0,43472,0.256944444444444,2,1,,,
2019-01-08 02:00:08,01/08/19 02:00 AM,43473,12/30/99 02:00 AM,298,1.85,1.85,,,,,06:20:00,0,43472,0.263888888888889,2,1,,,
2019-01-08 01:41:05,01/08/19 01:41 AM,43473,12/30/99 01:41 AM,299,1.9,1.9,,,,,06:30:00,0,43472,0.270833333333333,2,1,,,
2019-01-08 01:55:45,01/08/19 01:55 AM,43473,12/30/99 01:55 AM,300,1.95,1.95,,,,,06:40:00,0,43472,0.277777777777778,2,1,,,
2019-01-09 01:39:43,01/09/19 01:39 AM,43474,12/30/99 01:39 AM,281,2,2,,,,,06:50:00,0,43472,0.284722222222222,2,1,,,
2019-01-09 02:02:44,01/09/19 02:02 AM,43474,12/30/99 02:02 AM,282,2.05,2.05,,,,,07:00:00,0,43472,0.291666666666667,2,1,,,
2019-01-09 02:07:57,01/09/19 02:07 AM,43474,12/30/99 02:07 AM,283,2.1,2.1,,,,,07:10:00,0,43472,0.298611111111111,2,1,,,
2019-01-09 01:54:40,01/09/19 01:54 AM,43474,12/30/99 01:54 AM,284,2.15,2.15,,,,,07:20:00,0,43472,0.305555555555555,2,1,,,
2019-01-09 02:32:40,01/09/19 02:32 AM,43474,12/30/99 02:32 AM,285,2.2,2.2,,,,,07:30:00,0,43472,0.3125,2,1,,,
2019-01-09 02:09:14,01/09/19 02:09 AM,43474,12/30/99 02:09 AM,286,2.25,2.25,,,,,07:40:00,0,43472,0.319444444444444,2,1,,,
