data,data,data dec,hora dec,tag (offset),day mod count,incr,qdade casas,variância,dias:,Num ultima linha,hora,incr,dia,hora dec,tag,habilitar sleep,hora limite,num ult linha,inc hora
2019-01-07 16:00:00,,,,190,,,30,00:15:00,255,7652,14:00:00,0,43472,,,extendido?,18:00:00,6122,00:10:00
2019-01-07 15:58:01,2019-01-07 15:58:01,43472,12/30/99 03:58 PM,191,0,0,,,,,14:10:00,0,43472,0.590277777777778,2,0,,,
2019-01-07 16:13:31,01/07/19 04:13 PM,43472,12/30/99 04:13 PM,192,0.033333333333333,0.033333333333333,,,,,14:20:00,0,43472,0.597222222222222,2,0,,,
2019-01-07 15:56:35,01/07/19 03:56 PM,43472,12/30/99 03:56 PM,193,0.066666666666667,0.066666666666667,,,,,14:30:00,0,43472,0.604166666666667,2,0,,,
2019-01-07 16:06:08,01/07/19 04:06 PM,43472,12/30/99 04:06 PM,194,0.1,0.1,,,,,14:40:00,0,43472,0.611111111111111,2,0,,,
2019-01-07 16:28:35,01/07/19 04:28 PM,43472,12/30/99 04:28 PM,195,0.133333333333333,0.133333333333333,,,,,14:50:00,0,43472,0.618055555555555,2,0,,,
2019-01-07 15:53:28,01/07/19 03:53 PM,43472,12/30/99 03:53 PM,196,0.166666666666667,0.166666666666667,,,,,15:00:00,0,43472,0.625,2,0,,,
2019-01-07 16:06:27,01/07/19 04:06 PM,43472,12/30/99 04:06 PM,197,0.2,0.2,,,,,15:10:00,0,43472,0.631944444444444,2,0,,,
2019-01-07 16:27:06,01/07/19 04:27 PM,43472,12/30/99 04:27 PM,198,0.233333333333333,0.233333333333333,,,,,15:20:00,0,43472,0.638888888888889,2,0,,,
2019-01-07 16:08:45,01/07/19 04:08 PM,43472,12/30/99 04:08 PM,199,0.266666666666667,0.266666666666667,,,,,15:30:00,0,43472,0.645833333333333,2,0,,,
2019-01-07 15:42:18,01/07/19 03:42 PM,43472,12/30/99 03:42 PM,200,0.3,0.3,,,,,15:40:00,0,43472,0.652777777777778,2,0,,,
2019-01-07 16:14:57,01/07/19 04:14 PM,43472,12/30/99 04:14 PM,201,0.333333333333333,0.333333333333333,,,,,15:50:00,0,43472,0.659722222222222,2,0,,,
2019-01-07 16:10:12,01/07/19 04:10 PM,43472,12/30/99 04:10 PM,202,0.366666666666667,0.366666666666667,,,,,16:00:00,0,43472,0.666666666666666,2,0,,,
2019-01-07 15:54:57,01/07/19 03:54 PM,43472,12/30/99 03:54 PM,203,0.4,0.4,,,,,16:10:00,0,43472,0.673611111111111,2,0,,,
2019-01-07 16:00:42,01/07/19 04:00 PM,43472,12/30/99 04:00 PM,204,0.433333333333333,0.433333333333333,,,,,16:20:00,0,43472,0.680555555555555,2,1,,,
2019-01-07 15:42:08,01/07/19 03:42 PM,43472,12/30/99 03:42 PM,205,0.466666666666667,0.466666666666667,,,,,16:30:00,0,43472,0.6875,2,1,,,
2019-01-07 16:03:25,01/07/19 04:03 PM,43472,12/30/99 04:03 PM,206,0.5,0.5,,,,,16:40:00,0,43472,0.694444444444444,2,1,,,
2019-01-07 16:10:51,01/07/19 04:10 PM,43472,12/30/99 04:10 PM,207,0.533333333333333,0.533333333333333,,,,,16:50:00,0,43472,0.701388888888889,2,1,,,
2019-01-07 16:01:57,01/07/19 04:01 PM,43472,12/30/99 04:01 PM,208,0.566666666666667,0.566666666666667,,,,,17:00:00,0,43472,0.708333333333333,2,1,,,
2019-01-07 15:49:57,01/07/19 03:49 PM,43472,12/30/99 03:49 PM,209,0.6,0.6,,,,,17:10:00,0,43472,0.715277777777777,2,1,,,
2019-01-07 15:45:53,01/07/19 03:45 PM,43472,12/30/99 03:45 PM,210,0.633333333333333,0.633333333333333,,,,,17:20:00,0,43472,0.722222222222222,2,1,,,
2019-01-07 15:54:52,01/07/19 03:54 PM,43472,12/30/99 03:54 PM,211,0.666666666666667,0.666666666666667,,,,,17:30:00,0,43472,0.729166666666666,2,1,,,
2019-01-07 16:06:09,01/07/19 04:06 PM,43472,12/30/99 04:06 PM,212,0.7,0.7,,,,,17:40:00,0,43472,0.736111111111111,2,1,,,
2019-01-07 16:08:47,01/07/19 04:08 PM,43472,12/30/99 04:08 PM,213,0.733333333333333,0.733333333333333,,,,,17:50:00,0,43472,0.743055555555555,2,1,,,
2019-01-07 15:44:45,01/07/19 03:44 PM,43472,12/30/99 03:44 PM,214,0.766666666666666,0.766666666666667,,,,,18:00:00,0,43472,0.749999999999999,2,1,,,
2019-01-07 16:10:17,01/07/19 04:10 PM,43472,12/30/99 04:10 PM,215,0.8,0.8,,,,,14:10:00,30,43473,0.590277777777777,2,0,,,
2019-01-07 16:04:05,01/07/19 04:04 PM,43472,12/30/99 04:04 PM,216,0.833333333333333,0.833333333333333,,,,,14:20:00,30,43473,0.597222222222222,2,0,,,
2019-01-07 16:00:31,01/07/19 04:00 PM,43472,12/30/99 04:00 PM,217,0.866666666666666,0.866666666666667,,,,,14:30:00,30,43473,0.604166666666666,2,0,,,
2019-01-07 15:57:24,01/07/19 03:57 PM,43472,12/30/99 03:57 PM,218,0.9,0.9,,,,,14:40:00,30,43473,0.61111111111111,2,0,,,
2019-01-07 15:29:11,01/07/19 03:29 PM,43472,12/30/99 03:29 PM,219,0.933333333333333,0.933333333333333,,,,,14:50:00,30,43473,0.618055555555555,2,0,,,
2019-01-07 16:01:06,01/07/19 04:01 PM,43472,12/30/99 04:01 PM,220,0.966666666666666,0.966666666666666,,,,,15:00:00,30,43473,0.624999999999999,2,0,,,
2019-01-08 16:01:18,01/08/19 04:01 PM,43473,12/30/99 04:01 PM,191,1,1,,,,,15:10:00,30,43473,0.631944444444444,2,0,,,
2019-01-08 15:46:56,01/08/19 03:46 PM,43473,12/30/99 03:46 PM,192,1.03333333333333,1.03333333333333,,,,,15:20:00,30,43473,0.638888888888888,2,0,,,
2019-01-08 15:34:51,01/08/19 03:34 PM,43473,12/30/99 03:34 PM,193,1.06666666666667,1.06666666666667,,,,,15:30:00,30,43473,0.645833333333333,2,0,,,
2019-01-08 16:02:54,01/08/19 04:02 PM,43473,12/30/99 04:02 PM,194,1.1,1.1,,,,,15:40:00,30,43473,0.652777777777777,2,0,,,
2019-01-08 15:22:22,01/08/19 03:22 PM,43473,12/30/99 03:22 PM,195,1.13333333333333,1.13333333333333,,,,,15:50:00,30,43473,0.659722222222221,2,1,,,
2019-01-08 16:02:49,01/08/19 04:02 PM,43473,12/30/99 04:02 PM,196,1.16666666666667,1.16666666666667,,,,,16:00:00,30,43473,0.666666666666666,2,1,,,
2019-01-08 15:33:39,01/08/19 03:33 PM,43473,12/30/99 03:33 PM,197,1.2,1.2,,,,,16:10:00,30,43473,0.67361111111111,2,1,,,
2019-01-08 16:05:47,01/08/19 04:05 PM,43473,12/30/99 04:05 PM,198,1.23333333333333,1.23333333333333,,,,,16:20:00,30,43473,0.680555555555555,2,1,,,
2019-01-08 15:44:15,01/08/19 03:44 PM,43473,12/30/99 03:44 PM,199,1.26666666666667,1.26666666666667,,,,,16:30:00,30,43473,0.687499999999999,2,1,,,
2019-01-08 15:39:20,01/08/19 03:39 PM,43473,12/30/99 03:39 PM,200,1.3,1.3,,,,,16:40:00,30,43473,0.694444444444444,2,1,,,
2019-01-08 15:44:18,01/08/19 03:44 PM,43473,12/30/99 03:44 PM,201,1.33333333333333,1.33333333333333,,,,,16:50:00,30,43473,0.701388888888888,2,1,,,
2019-01-08 16:46:37,01/08/19 04:46 PM,43473,12/30/99 04:46 PM,202,1.36666666666667,1.36666666666667,,,,,17:00:00,30,43473,0.708333333333332,2,1,,,
2019-01-08 15:23:50,01/08/19 03:23 PM,43473,12/30/99 03:23 PM,203,1.4,1.4,,,,,17:10:00,30,43473,0.715277777777777,2,1,,,
2019-01-08 16:10:33,01/08/19 04:10 PM,43473,12/30/99 04:10 PM,204,1.43333333333333,1.43333333333333,,,,,17:20:00,30,43473,0.722222222222221,2,1,,,
2019-01-08 16:31:54,01/08/19 04:31 PM,43473,12/30/99 04:31 PM,205,1.46666666666667,1.46666666666667,,,,,17:30:00,30,43473,0.729166666666666,2,1,,,
2019-01-08 16:02:13,01/08/19 04:02 PM,43473,12/30/99 04:02 PM,206,1.5,1.5,,,,,17:40:00,30,43473,0.73611111111111,2,1,,,
2019-01-08 15:41:49,01/08/19 03:41 PM,43473,12/30/99 03:41 PM,207,1.53333333333334,1.53333333333333,,,,,17:50:00,30,43473,0.743055555555555,2,1,,,
2019-01-08 16:06:57,2019-01-08 16:06:57,43473,12/30/99 04:06 PM,208,1.56666666666667,1.56666666666667,,,,,18:00:00,30,43473,0.749999999999999,2,1,,,
2019-01-08 15:59:13,2019-01-08 15:59:13,43473,12/30/99 03:59 PM,209,1.6,1.6,,,,,14:10:00,60,43474,0.590277777777777,2,0,,,
2019-01-08 15:35:04,2019-01-08 15:35:04,43473,12/30/99 03:35 PM,210,1.63333333333334,1.63333333333334,,,,,14:20:00,60,43474,0.597222222222221,2,0,,,
