data,data,data dec,hora dec,tag (offset),day mod count,incr,qdade casas,variância,dias:,Num ultima linha,hora,incr,dia,hora dec,tag,habilitar sleep,hora limite,num ult linha,inc hora
2019-01-07 20:00:00,,,,190,,,30,00:15:00,255,7652,18:00:00,0,43472,,0,extendido?,21:00:00,4592,00:10:00
2019-01-07 20:00:06,2019-01-07 20:00:06,43472,12/30/99 08:00 PM,191,0,0,,,,,18:10:00,0,43472,0.756944444444444,2,0,,,
2019-01-07 19:54:13,01/07/19 07:54 PM,43472,12/30/99 07:54 PM,192,0.033333333333333,0.033333333333333,,,,,18:20:00,0,43472,0.763888888888889,2,0,,,
2019-01-07 19:44:33,01/07/19 07:44 PM,43472,12/30/99 07:44 PM,193,0.066666666666667,0.066666666666667,,,,,18:30:00,0,43472,0.770833333333333,2,0,,,
2019-01-07 20:15:17,01/07/19 08:15 PM,43472,12/30/99 08:15 PM,194,0.1,0.1,,,,,18:40:00,0,43472,0.777777777777778,2,0,,,
2019-01-07 20:03:06,01/07/19 08:03 PM,43472,12/30/99 08:03 PM,195,0.133333333333333,0.133333333333333,,,,,18:50:00,0,43472,0.784722222222222,2,0,,,
2019-01-07 20:01:15,01/07/19 08:01 PM,43472,12/30/99 08:01 PM,196,0.166666666666667,0.166666666666667,,,,,19:00:00,0,43472,0.791666666666667,2,0,,,
2019-01-07 19:53:24,01/07/19 07:53 PM,43472,12/30/99 07:53 PM,197,0.2,0.2,,,,,19:10:00,0,43472,0.798611111111111,2,0,,,
2019-01-07 20:17:12,01/07/19 08:17 PM,43472,12/30/99 08:17 PM,198,0.233333333333333,0.233333333333333,,,,,19:20:00,0,43472,0.805555555555555,2,0,,,
2019-01-07 20:28:41,01/07/19 08:28 PM,43472,12/30/99 08:28 PM,199,0.266666666666667,0.266666666666667,,,,,19:30:00,0,43472,0.8125,2,0,,,
2019-01-07 20:06:05,01/07/19 08:06 PM,43472,12/30/99 08:06 PM,200,0.3,0.3,,,,,19:40:00,0,43472,0.819444444444444,2,0,,,
2019-01-07 19:55:02,01/07/19 07:55 PM,43472,12/30/99 07:55 PM,201,0.333333333333333,0.333333333333333,,,,,19:50:00,0,43472,0.826388888888889,2,0,,,
2019-01-07 19:55:33,01/07/19 07:55 PM,43472,12/30/99 07:55 PM,202,0.366666666666667,0.366666666666667,,,,,20:00:00,0,43472,0.833333333333333,2,1,,,
2019-01-07 19:40:29,01/07/19 07:40 PM,43472,12/30/99 07:40 PM,203,0.4,0.4,,,,,20:10:00,0,43472,0.840277777777777,2,1,,,
2019-01-07 19:46:12,01/07/19 07:46 PM,43472,12/30/99 07:46 PM,204,0.433333333333333,0.433333333333333,,,,,20:20:00,0,43472,0.847222222222222,2,1,,,
2019-01-07 20:03:51,01/07/19 08:03 PM,43472,12/30/99 08:03 PM,205,0.466666666666667,0.466666666666667,,,,,20:30:00,0,43472,0.854166666666666,2,1,,,
2019-01-07 19:46:26,01/07/19 07:46 PM,43472,12/30/99 07:46 PM,206,0.5,0.5,,,,,20:40:00,0,43472,0.861111111111111,2,1,,,
2019-01-07 19:58:12,01/07/19 07:58 PM,43472,12/30/99 07:58 PM,207,0.533333333333333,0.533333333333333,,,,,20:50:00,0,43472,0.868055555555555,2,1,,,
2019-01-07 19:49:28,01/07/19 07:49 PM,43472,12/30/99 07:49 PM,208,0.566666666666667,0.566666666666667,,,,,21:00:00,0,43472,0.875,2,1,,,
2019-01-07 20:07:15,01/07/19 08:07 PM,43472,12/30/99 08:07 PM,209,0.6,0.6,,,,,18:10:00,30,43473,0.756944444444444,2,0,,,
2019-01-07 19:44:59,01/07/19 07:44 PM,43472,12/30/99 07:44 PM,210,0.633333333333333,0.633333333333333,,,,,18:20:00,30,43473,0.763888888888888,2,0,,,
2019-01-07 20:06:11,01/07/19 08:06 PM,43472,12/30/99 08:06 PM,211,0.666666666666667,0.666666666666667,,,,,18:30:00,30,43473,0.770833333333333,2,0,,,
2019-01-07 19:51:53,01/07/19 07:51 PM,43472,12/30/99 07:51 PM,212,0.7,0.7,,,,,18:40:00,30,43473,0.777777777777777,2,0,,,
2019-01-07 19:46:27,01/07/19 07:46 PM,43472,12/30/99 07:46 PM,213,0.733333333333333,0.733333333333333,,,,,18:50:00,30,43473,0.784722222222222,2,0,,,
2019-01-07 19:55:38,01/07/19 07:55 PM,43472,12/30/99 07:55 PM,214,0.766666666666666,0.766666666666667,,,,,19:00:00,30,43473,0.791666666666666,2,0,,,
